Name_roman,Cosine_score
Ioannis Dologlou,0.7097940078326974
Ioannis Tsamardinos,0.7097844697646278
Nikolaos Sidiropoulos,0.709762072966655
Dimitrios Thilykos,0.7092105146067155
Panagiotis Kalnis,0.709135789664325
Georgios Tzanetakis,0.7089330840878231
Dimitrios  Pantos,0.7087084178996281
Efstathios  Stamatatos ,0.7086562065169016
Nikolaos Mamoulis,0.7086315863783108
Kyriakos Sgarmpas,0.707896922034842
Petros Maragkos,0.7077874329769752
Themistoklis Panagiotopoulos,0.7077398508739151
Panagiotis Tsaparas,0.70718627507227
Vasileios Chrysikopoulos,0.7070081838544094
Nikolas Tsapatsoulis,0.7068330203354831
Gerasimos Potamianos,0.7067181904090061
Ioannis Chatzilygeroudis,0.706120256888633
Ioannis Emiris,0.7058573721135684
Nikolaos Paragyios,0.7051877215198747
Athanasios Ntarantoumis,0.7051679518701993
Christoforos Nikou,0.7048870448708456
Athanasios Kechagias,0.7040363405758541
Konstantinos Moustakas,0.7036625041269927
Stavros Perantonis,0.7033335104450942
Panagiotis Metaxas,0.703296389920579
Christos Panagiotakopoulos,0.7031634259088854
Ioannis Karagiannis,0.7027098343514426
Tania Stathaki,0.7026906451024053
Georgios Rovithakis,0.7021786390597483
George Bebis,0.7018274845261827
Ioannis Kakadiaris,0.7014219476152004
Aristeidis Lykas,0.7013112118956807
Kostas Daniilidis,0.7011226024254288
Kon/nos Bermperidis,0.7008405877204985
Emmanouil Lourakis,0.7001746831279634
Andreas-Georgios Stafylopatis,0.7000137315407207
Charidimos  Vergos,0.6998918487255695
Konstantina Nikita,0.6998776008694304
Maria - Aikaterini Satratzemi,0.6998551957026676
Georgios Karagiannidis ,0.6995545084175239
Leonidas Palios,0.6987051661462518
Anastasios Ntelopoulos,0.6984282836799047
Konstantinos Kloukinas,0.698361887010998
Malamati Louta,0.6978499011156856
Dimitrios  Syvridis,0.6977436297698273
Alexios Delis,0.6975841184952427
Nikolaos Kyrpidis,0.6970090998506775
Andreas Lanitis,0.696924266297599
Lazaros  Merakos,0.6961343838848176
Theocharis Theocharis ,0.6957911958285882
Kostas Xydeas,0.6949246393039288
Ioannis  Karafyllidis ,0.6946292350354749
Alexandros Potamianos,0.6942419302304735
Theodoros Dalamagkas,0.694225694452023
Michail Lagoudakis,0.6930837248333248
Charalampos Konstantopoulos,0.6921507134912478
Ioannis Pratikakis,0.6916817752086329
Nikos Pavlidis,0.6910321653492816
Lysimachos-Pavlos Kontis,0.6908922156549215
Efthymios Chousos,0.6908589658237391
Efstathios  Sykas,0.690758429491277
Georgios Papaioannou,0.6897093661930978
Georgios Tziritas,0.6891001080842074
Stylianos Bakamidis,0.6889991290850339
Pantelis Bagkos,0.68896354650496
Konstantinos Raftopoulos,0.688683818722875
Emmanouil Maragkoudakis,0.688424762302332
Angelos Rouskas,0.6873920088333081
Georgios Tompras ,0.6872663621047952
Angeliki Dimitrakopoulou,0.6869977227227696
Dimosthenis Vougioukas ,0.6865198632297979
George Karakostas,0.6863002443406724
Georgios-Othon Glentis,0.686218401242795
Sotiris Skevoulis,0.6861171279765528
Michail Vasilakopoulos,0.6860327021527947
Elpida Tzafesta,0.6858820156560221
Dimitrios Poulakis,0.6855190658716712
Theodoros Vlachos,0.6852687600490621
Dimitri  Ioannou,0.6847774984703638
Xenofon  Zampoulis,0.6844773777702506
Antonios Gasteratos,0.6844765015172403
Nikolaos Grammalidis,0.6844343677118551
Konstantinos Blekas,0.6837673924332808
Kyriakos Vlachos,0.6837548875729035
Thomas Xenos,0.6834388825560996
Vasileios Anastasopoulos,0.6833909259049076
Ioannis Rekanos,0.6826998355338025
Kleanthis Thrampoulidis,0.6822242432075605
Artemis - Georgia Chatzigeorgiou,0.681693418449578
Aikaterini Mania,0.6816590191705787
Georgios Oikonomou,0.681320437558894
Kon/nos Psychalinos ,0.6812275749331717
 Dimitrios  Tsoukalas,0.6809949080221853
Athanasios Giannakopoulos,0.6806739904677193
Charalampos Karagiannidis ,0.6806013768557644
Vasileios Digalakis,0.6801710758500816
Pantelis Angelidis,0.6800176380475805
Georgios Sergiadis,0.6790648213611332
 Ioannis Fountos ,0.6789220040810122
Nikolaos Papamarkos,0.6782873544629905
Evangelos Dermatas,0.6780206915455225
Foteini - Niovi Pavlidou ,0.6778717573619277
Ioannis Stratis,0.6769861433066218
Ergina Kavallieratou,0.6760904291080173
Ioannis Theocharis,0.67583749141634
Thanasis Chatzilakos,0.6752961682358991
Antonios Bogris,0.6751621098122602
Nikolaos Pelekis,0.6749000333448276
Ioannis Stylianou,0.6748357731929677
Alexandros  Stavdas,0.674608287461377
Chrysi Kokologiannaki,0.6741598008905452
Kyriakos Mouratidis,0.6740666446790454
Giorgos Georgakopoulos,0.6735655108054741
